7608,19888,17976,20798,18858,17528
7933,19467,19888,20036,19579,20677
15165,
9203,19888,19467,17762,17976,16797
4003,18256,11248,19579,16991,12993
4461,18858,19888,17976,17979,20798
20417,
4253,
4285,19579,17962,16868,15098,8916
6231,
4161,
3535,
6663,
17871,20798,20036,19888,20208,19579
16795,
709,19888,17976,20798,18858,17528
2557,9445,17094,10335,16218,8058
14319,20031,20702,16629
18931,20798,20036,19888,20208,19579
14919,
18839,
5035,
12377,
6293,20031
16459,
14031,
16987,
3661,
11167,
10699,
12993,
10999,
12001,20702,20031
18795,20798,20036,19888,20208,19579
2791,19579,16242,15612,12001
2319,19894,20540,20702,20031
20421,
13283,
12795,
6641,20702,20031
3721,19888,17976,20798,18858,17528
19137,
1553,
16147,
10097,20702,20031
1835,
10703,20702,20031
11083,
3237,
4685,
17837,
1641,
4799,
3853,16318,19579,6166
12629,20702,20480,20031
10057,
3345,
3053,19467,19888,20036,19579,20677
7133,19579,17962,16868,15098,8916
14487,19888,17976,20798,18858,17528
3695,
12883,
12133,
12621,
18731,20798,20702,20036,19888,20208
10135,20798,18858,11118,17528,17762
11425,
5399,19888,17976,20798,18858,17528
11417,
6393,
16797,20798,20036,19888,20208,19579
15863,20798,20036,19888,20208,19579
1543,20031,19579,16626,16629,14078
2365,
11381,
8867,19579,16218,15333
13003,
3679,19467,19888,20036,19579,20677
2459,19579,17962,16868,15098,8916
499,19894,18630,20540,13990,14065
8005,
5895,
7423,17094,10335
1127,
14183,
10683,
519,19467,15333,19579,20036,15336
5615,18256,10194,19579,12993,14919
6267,
8551,19888,17976,20798,18858,17528
8869,
5823,
11111,20031,16629,16626,14078,20702
16513,20798,20036,19888,20208,19579
9737,19467,20036,19888,19579,20677
8829,
3271,
10505,
13477,19888,17976,20798,18858,17528
8367,
8121,19888,17976,20798,18858,17528
10295,
13057,19467,19888,20036,19579,20677
6279,16882,16218,18566,17094,20540
5379,17717,17094,10335,16882,16218
9155,
10023,18858,19888,17976,17979,20798
15989,
11799,20031,20480,19579
19767,
5153,
14065,20540,19579
12747,20702,20031
6509,19579,17962,16868,15098,8916
11895,
19579,
16049,20798,20036,19888,20208,19579
2881,19467,19888,20036,19579,20677
3599,
2559,
1649,
19621,
5407,19467,19888,20036,19579,20677
5891,19579,11694,16318,16623
20647,
16629,20702
5751,20702,11694,16623,20031
20711,
1015,
11299,
3477,
11683,20798,18858,17528,17762,19888
16623,20031
18877,
1465,20798,17762,20036,19888,17976
20677,
2317,20702,11694,16318,19579
1739,
10849,
6549,
19411,
9933,
12395,
14601,
15635,20798,20036,19888,20208,19579
15199,20702,19579
10315,19467,20036,19888,19579,20677
8155,19888,17976,20798,18858,17528
15249,
6219,20702,20031
15333,20798,17762,20702,20208,20031
2601,
13989,
4835,20574,11716,15638,19579,19137
12315,
6553,
